active_zone,faCoordinateX,faCoordinateY,faCoordinateZ,nearest_neighbor_distance,distance_to_presynaptic,distance_to_postsynaptic,distance_to_fusion_point
0,481.557193,476.498716,157.443338,10.767767662125898,3.906389744162918,20.916789164001056,21.127432183308766
0,273.64542,773.597773,161.92183,8.874074083976593,6.207219751045453,20.535600828904524,275.5821312584092
0,471.745438,650.431554,199.165178,10.24135490520953,7.938909679446943,18.36332625422751,68.8002812905566
0,539.730272,609.101252,291.148601,36.535479866411144,27.16879607873208,15.824967537449389,70.07960759764873
0,501.241755,541.522307,201.540056,9.130331988342489,9.48445418198796,14.81295575644083,17.879262833375307
0,453.147303,280.557368,117.633781,8.173824418269627,6.081604743824996,18.510316793823232,57.33296101101541
0,330.341657,762.38351,218.979311,10.692455190273025,11.119981796506098,19.8326988960764,233.61632647373574
0,479.376389,621.858791,195.893911,7.993758076102161,3.8242797369386055,20.457362906878554,50.400125679435604
0,494.279908,567.150373,173.521592,18.036192993004153,15.334223802394575,9.721717510722266,41.2279167696623
0,408.73954,663.855342,147.087939,7.783787509696027,4.122098119378484,19.711203499679346,107.87826524592833
0,441.422987,691.303457,223.046818,9.171136611027563,6.533390157086944,18.325406351656806,108.47349139455949
0,454.318885,513.648241,103.572365,7.870223848564784,4.953902693217019,27.660254893758555,47.15840541636369
0,461.857032,252.080208,138.187879,8.697239982338601,9.508283830158234,16.06237117395611,38.55504555486404
0,445.996312,271.122799,109.243509,5.319854460592046,3.939872759878387,21.115373671436974,65.27381494501647
0,454.894626,279.666641,126.005545,6.297869797004888,4.361304626229102,19.170267544883746,48.8750270844928
0,416.351043,696.953499,199.362971,9.18689884837682,7.7397081512113,19.151568297376443,132.10145967347876
0,432.642036,669.853343,181.53307,9.138127739770376,3.5823601980593547,21.613857597111636,110.47444849254147
0,434.096101,681.818283,201.195315,10.521570716508238,4.222344590015087,20.857426005065015,109.80832387228489
0,493.993904,665.395199,267.799708,8.542180473691303,8.477178218540772,21.620958612675402,73.36110938379777
0,452.574418,288.002642,120.958101,8.173824418269627,4.63077559032746,20.704879019416094,56.40746211867221
0,489.149734,473.378844,170.313972,8.700904265728122,8.218710694533405,17.890929655148284,18.535899218899466
0,442.90764,594.411651,118.710304,7.696707049087721,5.316147627604469,24.75590438044896,42.150716441067495
0,464.862146,514.224598,125.093634,9.383448485283008,8.360791311342458,19.999159078572585,27.381884139696325
0,494.824678,577.127232,201.126851,7.854635243010363,5.3212067642489975,19.16607581391872,41.871499572998886
0,448.345178,261.16772,111.917615,7.3361821235583555,6.2565873017004,18.61229142564279,62.479559660936765
0,448.771223,597.55115,130.623768,9.565710902231666,4.605588974174452,21.60891300401694,36.20769544695628
0,456.958483,224.000108,142.971614,6.540586531123588,11.591238415140607,21.76099530443753,53.160465987449754
0,451.619759,267.446678,116.072112,7.047424391246297,6.270119096205484,17.716269340631722,57.57591744010823
0,464.413719,594.449087,153.223105,5.521409833628961,6.047936877260415,20.756329429561717,30.421141581130765
0,498.427931,664.368679,275.028436,8.542180473691303,10.83595789200088,23.597500800024232,75.75850223280251
0,491.600728,464.137086,190.690215,5.010297049586223,7.294562596345595,19.092054568644286,26.01006353242755
0,443.634253,257.884589,106.990684,7.566135909270103,4.823304098460535,20.470439669669723,68.56615175428352
0,443.700688,385.471344,81.348871,49.506365713402815,6.650185234380223,24.526967039815915,70.06458402734131
0,470.088115,488.069992,118.090931,9.646020952194442,7.4320494749443915,18.43025946361762,26.290920430569837
0,422.822567,662.501828,148.807058,10.959756839957526,9.174564781558841,13.52723817060013,101.408596622186
0,489.263775,551.309755,186.608561,5.743262041221077,4.544444673690343,20.81499037195001,20.082125090173886
